msa,state,size_rank,hvi_2010,hvi_2011,hvi_2012,hvi_2013,hvi_2014,hvi_2015,hvi_2016,hvi_2017,hvi_2018,hvi_2019,hvi_2021,hvi_2022,hvi_2023,hvi_2024,area_name
"Harrisonburg, VA",VA,317,187501.65447180273,182925.05843678865,185585.6928103772,189793.7305725677,192536.0541039101,199759.4002019089,206234.93344903304,211655.81636779316,218498.6199274568,226195.04866129407,271420.6852623256,296575.3853169836,315234.0773047609,326517.24194140645,Harrisonburg
"Hartford, CT",CT,49,228904.7233120245,217401.05593215115,209503.094013239,211385.06881724112,213772.74160818142,214496.6436517494,217423.05628288243,222428.52551470743,226369.8218086665,228397.21857958485,269207.1667250298,298598.7439964386,323656.68406856863,356793.9771731686,Hartford
"Hastings, NE",NE,807,99167.44494626758,98274.68715809728,100872.99846908123,104598.8586024872,109406.9732362661,113671.19732980622,119421.38354522719,123656.69802828819,131937.13712175583,139176.14523592332,166322.37027315656,180261.68022004192,186963.053834724,194832.9323387358,Hastings
"Hattiesburg, MS",MS,255,,,134220.0895568451,132174.13033594805,133087.48917064548,139227.64136464565,143600.127154981,143495.808940871,151408.28046323996,155536.14812542454,176828.1143540979,191134.0718566537,195800.18315785503,202449.32697835137,Hattiesburg
"Hays, KS",KS,826,,,,,,,158490.8829645605,157224.07333049373,157411.9619532826,161264.96919095135,184589.86221929,203311.3686501544,206582.30710516064,213014.48009653113,Hays
"Heber, UT",UT,467,356704.1442127917,338282.4168101574,346031.6641958623,379192.049691654,404762.44663199276,451477.1587269286,497558.3103318101,542902.3702144445,593798.0952763901,634855.6093794919,883249.4783983962,1085585.7481339492,1058492.1162645014,1098567.135240649,Heber
"Helena, AR",AR,927,,,,58468.20140124199,56736.09128330858,57281.17006921354,60373.42240804935,63600.840823404076,65881.28122649401,63854.31902112574,64296.71814461126,61525.50715774219,54949.300909696765,53875.05605438474,Helena
"Helena, MT",MT,441,191226.31825935468,187894.52541769462,192798.14253684084,199741.69637849182,205805.1614847879,215568.09505478188,228564.26646512726,238619.52223311967,251791.06887567881,266348.40684024093,352639.5582080486,418504.3866894078,424526.1454008541,444446.9681660028,Helena
"Henderson, NC",NC,676,95684.84349854907,90258.5781252992,86855.94157306824,85425.14045324587,88090.8969241884,92971.0875692278,94810.86771874665,97783.56115943122,106181.061746907,117363.39778989567,154197.432841029,170418.3849707764,178646.86613031174,185101.11394891646,Henderson
"Hereford, TX",TX,918,,,75944.84647917679,76080.60344535038,83746.5362935096,83849.33265049054,85967.04395259374,89886.73213994037,98463.95344993992,108462.32463832891,152846.56161978634,163386.0874474925,162929.93508411103,171061.45315367577,Hereford
"Hermiston, OR",OR,417,144737.31023631964,136595.09377632765,136031.84966807082,139200.0305071352,145421.05482048058,150236.21470889164,156461.64143203822,165321.86052785683,180269.06598137144,194743.2884698255,253200.29947312837,291814.886970874,292511.54305466,297202.5756301861,Hermiston
"Hickory, NC",NC,150,116462.45669817664,112358.0907371207,111509.20076513436,112397.80157246864,112775.78611680357,116257.41938269291,124334.44452580804,131552.96427255878,140734.3759890508,152745.3118181954,197860.27176078525,227323.57114109382,241817.87810020862,255119.68406361784,Hickory
"Hillsdale, MI",MI,645,86635.18066556177,85969.80606477831,88617.6932648546,94397.01744239265,102445.37333362953,106897.07243216732,113100.1655535467,120606.22862254527,128879.50286978555,137352.9278169284,168500.08024080982,184904.06150035313,183131.6673182191,190298.75532240313,Hillsdale
"Hilo, HI",HI,229,,,,,,319275.19840799726,338384.72501581215,354741.6323421918,369200.33443132247,378990.42504450894,454995.54763538664,555349.7926630446,563730.1244052316,572353.344068018,Hilo
"Hilton Head Island, SC",SC,216,259583.2805103535,241104.38036860863,231644.53493421015,240327.240326356,251621.51243373752,265895.1375363946,281685.6762849541,289082.2253756263,298071.5614901216,307986.85387464374,373096.05015622167,462192.76297151257,494843.90044747194,517602.139934225,Hilton Head Island
"Hinesville, GA",GA,449,148850.4230339452,138648.98697713166,136549.76089018772,135817.60532042463,135176.96094489048,135785.22100702111,134664.45546464485,132921.06838223667,138867.03352844072,146819.73512955938,174364.88195110238,210487.2554831583,231240.79681472108,245985.07337018868,Hinesville
"Hobbs, NM",NM,481,,,,181137.0002469414,204487.3045505255,211408.19843139162,204983.5778001357,202053.08799575083,208471.41068044785,220958.03829943333,230476.61986711985,207859.71249715288,190481.5419643448,179687.16528002094,Hobbs
"Holland, MI",MI,347,136919.21844164317,132134.98380891318,127460.17182495301,137809.86037879085,147613.4323134483,157151.94904748446,169442.94328898945,184128.72636179184,197944.06113242885,207859.44956572156,259503.70123459827,288302.5814589328,294664.07304915186,313132.32796736644,Holland
"Homosassa Springs, FL",FL,289,121869.61614024406,108566.85228757153,101800.65621145537,104006.06060983567,109516.29978339469,116815.95777405698,129252.58115324966,141865.39670012033,157489.26855960325,166026.02790559002,219153.80075061077,274555.33878874715,283778.04751440726,285590.135771231,Homosassa Springs
"Hood River, OR",OR,875,302088.60490536963,289620.09568240977,288507.5176793376,306402.353504508,325192.44692987035,346386.6374532122,374030.4751115306,415255.0022600514,452184.7253369714,471714.84807306266,597755.2207216629,676717.901511601,675443.240723122,686719.9922130337,Hood River
"Hot Springs, AR",AR,392,116742.79695868351,115387.91977203214,121747.12737452063,125266.77040482605,126956.17976768281,128655.09304114305,131538.16498344924,134200.17309194148,139942.73697341283,146799.7360158187,188942.30172814216,222552.7757835175,233011.7281225689,241437.0269966241,Hot Springs
"Houghton, MI",MI,702,112048.42458497135,108314.95233211342,116902.57711472687,116830.62149539246,116900.28512173709,116549.72272806642,120113.65410767421,122439.11075399308,130558.65516135555,130839.29363843457,147379.90269545617,163838.64242095823,168417.30976261364,171818.73264166393,Houghton
"Houma, LA",LA,221,167796.38953566537,168262.58475194956,168371.4338794833,179305.77142169047,180790.42937753137,193599.71911944577,196378.56586048403,190507.46050230964,185602.97363586084,190910.87108111274,203377.3235548615,196181.18244523415,187202.66539133433,188713.41828849798,Houma
"Houston, TX",TX,5,150608.75432420586,144351.9749989067,143154.61682291445,151393.3692344404,168266.49459624253,186411.2746237812,197965.36406699408,205279.2829174694,213669.43581185435,222113.06084513516,260640.60399520755,305417.5482915925,309041.89914726786,311439.4807496925,Houston
"Hudson, NY",NY,528,211294.41282980773,210689.8645971073,214103.22441557946,217313.96417505085,224078.18202755938,229859.9381682954,235135.82475408728,242481.67588121537,253677.9269580181,260032.68429817536,349210.6048933367,407816.2978507978,425965.8282211725,442005.2935832581,Hudson
"Huntingdon, PA",PA,662,102858.77208032568,101911.24034404357,102534.26733748573,107384.06188642117,109564.76978121274,117096.91319929832,124098.23927410506,123860.28654384155,128728.6124996346,133025.09537716882,164693.41027720133,175179.69168851388,177311.41887159328,182219.62242046683,Huntingdon
"Huntington, IN",IN,748,92215.01701145613,90240.36340503524,90638.03315001992,93873.41222676862,96810.28220295282,100947.68986170845,106261.26559856044,109769.0304558125,116482.29358552792,123288.24419732462,149618.71097608333,166641.67149191574,177599.32869014758,189769.27468806473,Huntington
"Huntington, WV",OH,151,102345.48677982856,102702.495903994,104316.0754911932,105224.35780656592,105726.91347232608,109305.36366042052,110255.94486727579,110756.79010086883,113810.27381938287,117074.25644090696,135430.989183893,145092.14990764458,146457.90107949983,151374.7608431753,Huntington
"Huntsville, AL",AL,114,112494.0953413717,119209.4398287906,134838.42452283244,166157.24196779993,167092.12051864938,167142.43017989615,171120.5219322114,176214.3208122916,183558.5086687371,195101.42861785146,259978.82970557016,303038.5139356473,307368.47089350777,308501.8446446815,Huntsville
"Huntsville, TX",TX,465,144280.57791103152,142611.9917246943,143732.9075715925,144045.46409906802,151607.12141431443,160890.85992562512,171286.53473806297,177832.71465720815,188586.5372076795,200500.72194783154,242104.37939330307,278231.6246001547,273175.40435131633,267887.9437928926,Huntsville
"Huron, SD",SD,901,,,,,,,134740.09560302578,140023.26060636435,142536.1755551546,145375.1442529134,170088.83208855623,190465.41893542485,186530.82064369344,173862.65711381842,Huron
"Hutchinson, KS",KS,527,74326.15765129075,74023.10029929601,74532.82679171271,73409.98145408714,78368.67536596644,85059.38271183537,91202.63677487853,91894.41172297386,93449.07370561075,96071.07356423004,111053.29999536225,125256.46118657525,131737.0682111618,138896.96453134174,Hutchinson
"Hutchinson, MN",MN,746,123801.57012902894,116862.86628500918,117145.22016926408,130312.34026992925,139709.13683081156,149929.87246677812,159546.5118808065,170162.3781892101,179441.61392578596,188876.34171936824,227268.6262087348,255377.97292207155,263759.83955196047,275036.1070891873,Hutchinson
"Idaho Falls, ID",ID,279,170310.1248185597,153354.78073570444,143818.37427798568,149161.6331707791,155251.3344183693,160825.90888261603,176281.5958229749,192285.91250228122,211899.448571707,234446.119303272,352892.7725656873,410152.6837480562,385813.58159438235,391221.6644843735,Idaho Falls
"Indiana, PA",PA,436,93098.4218756503,94631.20171095159,95579.5365183545,98607.39776002821,102931.85069595733,105781.66293858217,108804.62995487901,112360.75032977575,112257.43150313351,115321.75776061532,131375.67743704538,138280.7959196949,143137.44203679598,151090.26772935444,Indiana
"Indianapolis, IN",IN,34,128381.2803974682,123081.93219549226,123142.60565755388,126624.22300543937,133366.34328978654,138781.83288774468,145900.17928330216,155582.5850197196,167889.5930478845,179689.3069879782,227725.7331240975,263934.07307192887,271297.70196609054,279221.0595420362,Indianapolis
"Indianola, MS",MS,851,,,,,,,96580.60410743146,93789.21267936735,94217.04654967033,97712.41266691673,119570.46136800786,118605.95468431654,107165.94913513523,102507.23539645121,Indianola
"Iowa City, IA",IA,252,168976.88110937556,167967.63296439705,169116.52220502793,174449.55573553723,180567.27820413967,187019.63639773466,193002.86221171546,199866.89416013114,208114.52273755262,215619.18931912526,235081.60060697797,257456.59713823092,269010.65890083794,276591.61262581835,Iowa City
"Iron Mountain, MI",MI,818,97970.6702894399,91057.2805933819,93247.65983084175,94735.65403236616,97362.63492748483,100343.4170718863,100276.6058665694,103731.57580697227,114486.14923956932,120777.82994740574,139980.36844627454,148275.25356555133,157936.85058915356,163597.52766716437,Iron Mountain
"Ithaca, NY",NY,376,176944.20658816703,175114.13722582246,176834.03749839027,185392.15714195123,192857.11535336846,202472.3444947338,209240.40568248476,218931.72868472929,225613.9912456741,226994.55843488997,261610.2204668578,294597.2863235918,310242.7722895961,331617.5486859192,Ithaca
"Jackson, MI",MI,272,86480.09258781743,82092.88782454713,77253.73826019601,86230.00218014685,101422.03371682214,112674.47314779746,120736.43418461783,128752.68663484737,138985.4933595593,149091.38573254723,181648.0659835502,195759.88973603316,199190.85286026218,210320.5074865463,Jackson
"Jackson, MS",MS,98,119767.48443914695,116036.59089335367,114308.99591904384,113436.46409620401,117166.05382482502,127132.29278344713,133041.3493026397,136382.55449635003,140965.37372160013,148121.85006957673,171974.31275806826,191026.44735170147,195303.7579542733,197080.64913446628,Jackson
"Jackson, OH",OH,798,79097.08117888482,77321.42987365327,78160.61259478121,80402.82760267281,85618.35283937717,85852.1157664396,91311.86880246065,94257.97486808081,99138.4153995114,103133.972246809,130806.7544899104,139550.30114055894,143095.63672152793,148665.99126899545,Jackson
"Jackson, TN",TN,246,109529.43219376141,101580.7601234963,101424.99794681052,102176.64853764906,103965.39862775296,106087.67162166156,109451.7096039981,112959.27043228521,118731.57426109929,127758.8601657673,161681.90343865115,189663.75270992587,193999.27105756753,198716.49102583397,Jackson
"Jackson, WY",WY,768,491803.4613481469,440178.5943061652,454073.48618405865,469983.8812032163,505648.89042436547,566691.8970438017,623781.8542900138,664182.5074083381,709620.1711985436,746729.825607224,1002049.6849472435,1256299.9216217094,1310859.998708597,1381895.102545933,Jackson
"Jacksonville, FL",FL,40,162145.01622535943,143332.28762461452,137584.94492675713,148597.06466099908,163334.42417821055,172550.91499477864,185667.65157438477,200276.14147753653,217378.5439681447,230451.55759720024,284729.7675895372,353233.320022315,358957.6663291831,360648.91524000483,Jacksonville
"Jacksonville, IL",IL,719,97318.6343474289,94231.65704989295,94954.31145194267,91830.05977272363,98524.54046751924,100274.87838368955,104322.67430162382,102045.68507940318,101495.76588764704,103270.43534114886,109056.35514196327,110312.21090678609,113027.70730876904,119132.29471611658,Jacksonville
"Jacksonville, NC",NC,227,173002.64729986349,172739.28662316295,168297.66679484522,162376.69193118493,156281.973205066,151342.18452306694,147002.09373057526,149289.67439010288,156682.26259241402,169381.8100028255,203265.1834005761,238325.80412532666,260672.62770807624,272312.4453065654,Jacksonville
"Jacksonville, TX",TX,599,120266.75248595265,118103.68676822192,118090.62606149937,117737.03320650141,119955.59891391103,126097.426633685,131543.79252628938,136562.91439448885,137869.22619781745,147688.4767515566,198393.4625886902,227895.5989734909,237688.0944893812,243295.93608967596,Jacksonville
"Jamestown, ND",ND,892,,,,,,,195694.05832667125,191633.50319310406,188023.4427613114,187764.4713230698,199553.21497914134,212030.68402742431,205717.62927095257,205420.3717749512,Jamestown
"Jamestown, NY",NY,328,81319.12605866672,81263.78300438907,82071.40144117041,83227.66106311949,83914.0572333033,84753.99285454258,88218.76462362433,90736.15545659976,93625.72944397894,98202.79438138254,126127.88779490501,145241.96299242935,151500.25349485883,160523.82117206292,Jamestown
"Janesville, WI",WI,268,,,112072.62591681111,115129.82641736056,119156.45450088267,124687.39179375001,133106.61573464095,144725.12054638992,156275.47341455633,167400.43151080768,204645.76517904678,224726.0364562024,240084.15074899397,256819.60712199067,Janesville
"Jasper, IN",IN,565,114200.45650865625,115014.30911867124,116969.73568561948,119136.63720315258,122561.25776904162,126672.33798806228,131624.9176951449,137540.59327683618,145756.92779130026,152546.3437374641,182189.57168730334,202082.98044374152,207671.95057939843,219644.28790849974,Jasper
